0,40,2,0.0,elu,relu,sgd,0.16454533485884132,5.5838756504220735
1,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16516297459686247,5.728005436430299
2,10,3,0.1,selu,elu,adam,0.16683914175918235,5.745564953622232
3,10,3,0.1,hard_sigmoid,elu,adadelta,0.1635778931414577,5.7550415996013
4,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17004619516630015,5.785811482231435
5,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1709307693856915,5.793739025222066
6,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.1658798270504209,5.803041077909834
7,20,1,0.2,sigmoid,relu,adagrad,0.165689125087702,5.804549259772152
8,20,1,0.30000000000000004,elu,selu,nadam,0.16243012472738155,5.843283360268585
9,20,1,0.2,sigmoid,selu,adam,0.16404043656793169,5.884139832425907
10,30,1,0.1,sigmoid,relu,adagrad,0.1652947368478994,5.885991091289834
11,10,3,0.2,hard_sigmoid,sigmoid,adam,0.17468148970635497,5.914384361150855
12,20,1,0.1,hard_sigmoid,elu,rmsprop,0.16338796897374422,5.9248564153202485
13,30,1,0.1,sigmoid,relu,sgd,0.1756789880849806,5.924951624273655
14,20,3,0.2,sigmoid,selu,adam,0.1695464110706358,5.927894532694882
15,30,3,0.1,hard_sigmoid,relu,adagrad,0.17148322590177054,5.928157794392476
16,20,3,0.2,selu,elu,rmsprop,0.17657903826550067,5.930584070686238
17,10,3,0.0,sigmoid,hard_sigmoid,adam,0.1670172175614522,5.932145525094607
18,20,1,0.2,selu,relu,rmsprop,0.16132551968222247,5.969109568178908
19,30,1,0.1,sigmoid,relu,sgd,0.1684091765613969,6.162393821027627
20,20,1,0.30000000000000004,sigmoid,selu,adam,0.16844135669743207,6.2388951916490045
21,30,1,0.30000000000000004,hard_sigmoid,relu,adagrad,0.16584472721466406,6.2663851099823304
22,20,1,0.30000000000000004,sigmoid,selu,adamax,0.17283170936885783,6.313645086066806
23,40,1,0.30000000000000004,elu,selu,nadam,0.1674056451205551,6.537959331562082
24,40,2,0.0,elu,hard_sigmoid,sgd,0.17940216205878937,6.569267181156563
25,20,1,0.30000000000000004,sigmoid,hard_sigmoid,adamax,0.17941593080220072,6.649402879534024
26,30,1,0.1,sigmoid,selu,sgd,0.16644309109500582,6.668715224534837
27,20,1,0.30000000000000004,sigmoid,selu,nadam,0.16441227374426454,6.73039462062765
28,30,1,0.1,sigmoid,hard_sigmoid,adagrad,0.19470119089860308,6.741775328242117
29,30,1,0.1,sigmoid,relu,rmsprop,0.17656368562482144,6.811529141278074
30,20,1,0.1,sigmoid,hard_sigmoid,rmsprop,0.19465917990760462,6.883361416905867
31,20,1,0.30000000000000004,elu,selu,adamax,0.1710242739819678,7.085394961633947
32,30,1,0.1,sigmoid,relu,sgd,0.16647703590558868,7.122688352558851
33,20,1,0.2,sigmoid,relu,rmsprop,0.175272529582755,7.300615534604265
34,20,1,0.1,hard_sigmoid,relu,adagrad,0.17124625446849004,7.308496687805781
35,40,1,0.30000000000000004,sigmoid,selu,sgd,0.16782963938670234,7.54958532218071
36,20,3,0.2,sigmoid,selu,rmsprop,0.19818107722678574,7.7230394782247345
37,30,3,0.1,hard_sigmoid,relu,adagrad,0.19024893003882998,7.942121887896804
38,40,3,0.0,sigmoid,selu,sgd,0.184966048253118,8.452890410117469
39,10,1,0.2,hard_sigmoid,selu,sgd,0.20126954880807224,8.521378227288828
40,30,3,0.1,sigmoid,relu,adam,0.1790438882280699,8.666608396290552
41,30,3,0.1,sigmoid,relu,adagrad,0.20426280693783452,8.706167022961276
42,20,3,0.2,sigmoid,selu,adam,0.18654019423505702,8.908445939012067
43,20,3,0.2,sigmoid,elu,adam,0.1886091657801122,8.949335138519084
44,40,2,0.2,elu,relu,sgd,0.20090050552106048,9.0250388257393
45,30,3,0.2,hard_sigmoid,relu,adam,0.19594536985820454,10.35650208252842
46,20,3,0.1,sigmoid,relu,adam,0.2064106082672411,11.794896760814927
47,10,3,0.0,sigmoid,selu,sgd,0.21317672221352393,12.221897760725236
48,10,3,0.0,sigmoid,hard_sigmoid,sgd,0.6667766410008659,42.649188547280495
49,40,3,0.2,hard_sigmoid,sigmoid,sgd,0.6949395694432005,44.65669987811673
0,40,2,0.0,elu,relu,sgd,0.16454533485884132,5.5838756504220735
1,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16516297459686247,5.728005436430299
2,10,3,0.1,selu,elu,adam,0.16683914175918235,5.745564953622232
3,10,3,0.1,hard_sigmoid,elu,adadelta,0.1635778931414577,5.7550415996013
4,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17004619516630015,5.785811482231435
5,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1709307693856915,5.793739025222066
6,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.1658798270504209,5.803041077909834
7,20,1,0.2,sigmoid,relu,adagrad,0.165689125087702,5.804549259772152
8,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1656391753856216,5.837617609572264
9,20,1,0.30000000000000004,elu,selu,nadam,0.16243012472738155,5.843283360268585
10,20,1,0.2,sigmoid,selu,adam,0.16404043656793169,5.884139832425907
11,30,1,0.1,sigmoid,relu,adagrad,0.1652947368478994,5.885991091289834
12,10,3,0.2,hard_sigmoid,sigmoid,adam,0.17468148970635497,5.914384361150855
13,10,3,0.0,sigmoid,hard_sigmoid,adam,0.16338796897374422,5.9248564153202485
14,30,1,0.1,elu,relu,rmsprop,0.1756789880849806,5.924951624273655
15,20,1,0.2,sigmoid,relu,rmsprop,0.1695464110706358,5.927894532694882
16,40,1,0.30000000000000004,sigmoid,selu,sgd,0.17148322590177054,5.928157794392476
17,30,3,0.2,hard_sigmoid,relu,adagrad,0.17657903826550067,5.930584070686238
18,40,3,0.0,sigmoid,selu,sgd,0.1670172175614522,5.932145525094607
19,20,3,0.2,sigmoid,elu,adam,0.16132551968222247,5.969109568178908
20,20,1,0.30000000000000004,elu,selu,adagrad,0.18066682965206804,6.130681665924128
21,40,2,0.2,elu,relu,sgd,0.1684091765613969,6.162393821027627
22,10,3,0.0,sigmoid,selu,sgd,0.16844135669743207,6.2388951916490045
23,30,1,0.0,sigmoid,selu,sgd,0.17144867279100665,6.286174253026555
24,30,1,0.2,sigmoid,relu,adagrad,0.1759917634384913,6.317171013850889
25,20,1,0.0,elu,relu,sgd,0.18817576438807687,6.343127155029474
26,20,1,0.0,elu,hard_sigmoid,adadelta,0.17008966590272298,6.435776844444077
27,20,1,0.30000000000000004,elu,selu,nadam,0.17088082300154647,6.474421605107896
28,10,1,0.30000000000000004,sigmoid,selu,sgd,0.18475394467396206,6.493637598115741
29,20,1,0.30000000000000004,sigmoid,hard_sigmoid,adadelta,0.18462847850095648,6.504616087335761
30,40,1,0.1,sigmoid,relu,adagrad,0.1720161292149103,6.533027869696176
31,30,1,0.2,sigmoid,relu,adagrad,0.16720795746548317,6.641095746317383
32,40,1,0.2,elu,hard_sigmoid,sgd,0.16448122280416022,6.744559239947797
33,10,1,0.1,sigmoid,elu,adadelta,0.18118761391001123,6.7771727248854665
34,20,1,0.0,sigmoid,hard_sigmoid,rmsprop,0.17931114002652382,7.129104905866411
35,20,1,0.1,hard_sigmoid,elu,rmsprop,0.16708735819211257,7.352765846603104
36,20,3,0.2,sigmoid,elu,adam,0.17205726990552075,7.626965996099163
37,20,2,0.0,elu,relu,adadelta,0.1972066081210289,7.846085693621513
38,40,1,0.30000000000000004,sigmoid,selu,sgd,0.17267879928493146,8.394550491271078
39,20,2,0.0,elu,relu,nadam,0.20213970969463677,8.601813853986133
40,20,3,0.2,sigmoid,selu,adam,0.19252188350820268,10.525542429118003
41,40,2,0.2,elu,relu,adamax,0.233865333538818,10.674198616681451
42,20,2,0.2,elu,relu,adadelta,0.21770173030434697,11.115610961140518
43,40,2,0.0,elu,selu,sgd,0.2206601351075826,11.417676008927188
44,10,3,0.1,selu,selu,adam,0.2593409891584563,15.888672017657035
45,10,3,0.2,elu,relu,sgd,0.7520292399774174,33.20356932846568
46,10,3,0.2,hard_sigmoid,sigmoid,adadelta,0.6509620675480347,41.53892106351909
47,10,3,0.0,hard_sigmoid,sigmoid,adam,0.6655749814835303,42.55303303570287
48,10,3,0.2,sigmoid,hard_sigmoid,adam,0.6842093209671429,43.88299026921628
49,10,3,0.1,hard_sigmoid,sigmoid,adadelta,0.6887227264717111,44.19685508588018
0,40,2,0.0,elu,relu,sgd,0.16454533485884132,5.5838756504220735
1,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16516297459686247,5.728005436430299
2,10,3,0.1,selu,elu,adam,0.16683914175918235,5.745564953622232
3,10,3,0.1,hard_sigmoid,elu,adadelta,0.1635778931414577,5.7550415996013
4,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17004619516630015,5.785811482231435
5,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1709307693856915,5.793739025222066
6,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.1658798270504209,5.803041077909834
7,20,1,0.2,sigmoid,relu,adagrad,0.165689125087702,5.804549259772152
8,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1656391753856216,5.837617609572264
9,20,1,0.30000000000000004,sigmoid,selu,nadam,0.16243012472738155,5.843283360268585
10,20,1,0.2,sigmoid,selu,adam,0.16404043656793169,5.884139832425907
11,30,1,0.1,relu,relu,adagrad,0.1652947368478994,5.885991091289834
12,30,3,0.2,hard_sigmoid,relu,adagrad,0.17468148970635497,5.914384361150855
13,20,3,0.2,sigmoid,elu,adam,0.16338796897374422,5.9248564153202485
14,10,4,0.0,sigmoid,selu,sgd,0.1756789880849806,5.924951624273655
15,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1695464110706358,5.927894532694882
16,40,2,0.0,elu,selu,sgd,0.17148322590177054,5.928157794392476
17,10,3,0.1,selu,selu,adam,0.17657903826550067,5.930584070686238
18,10,3,0.2,hard_sigmoid,sigmoid,adadelta,0.1670172175614522,5.932145525094607
19,40,1,0.30000000000000004,sigmoid,selu,sgd,0.173758490772858,6.0027909470318335
20,20,1,0.0,sigmoid,selu,sgd,0.17757947914034183,6.1058501419858695
21,40,1,0.30000000000000004,sigmoid,hard_sigmoid,sgd,0.18131753067947373,6.19822359602458
22,40,1,0.2,elu,relu,sgd,0.16965044972028615,6.283206887765347
23,20,1,0.30000000000000004,sigmoid,selu,nadam,0.1602429620172879,6.3533686845681405
24,20,1,0.30000000000000004,sigmoid,selu,nadam,0.17339565271459098,6.638275610529146
25,20,1,0.1,elu,hard_sigmoid,adamax,0.16669579047477862,6.649396096167736
26,20,1,0.30000000000000004,hard_sigmoid,elu,rmsprop,0.17788143109214086,6.804039414287652
27,20,1,0.30000000000000004,hard_sigmoid,selu,sgd,0.16799755829656304,6.95379448611458
28,40,1,0.2,sigmoid,selu,sgd,0.1664876805316904,6.972429192447368
29,20,1,0.30000000000000004,sigmoid,selu,rmsprop,0.1643960778231566,6.976194634598537
30,40,1,0.1,sigmoid,selu,adagrad,0.1768246943351706,7.059259170569564
31,40,1,0.1,relu,selu,sgd,0.2066382237713963,7.105232779148965
32,20,1,0.30000000000000004,sigmoid,hard_sigmoid,sgd,0.16776218003723356,7.307501128122769
33,20,1,0.2,sigmoid,relu,sgd,0.21716177856101262,7.4662122934612665
34,20,1,0.0,hard_sigmoid,selu,sgd,0.17828342363738622,7.475936920004464
35,30,1,0.0,sigmoid,relu,sgd,0.1666730815198713,7.595906956047049
36,10,3,0.0,sigmoid,elu,sgd,0.17271509542215224,7.915550624227316
37,20,1,0.1,sigmoid,relu,adam,0.16780743043607263,8.042438570293045
38,10,1,0.1,sigmoid,selu,adagrad,0.24669766732165332,8.463654287329089
39,20,3,0.1,sigmoid,selu,adam,0.1835744238030648,9.153836902070749
40,30,2,0.2,elu,relu,sgd,0.20617239770050746,9.850044193471279
41,10,4,0.1,sigmoid,selu,adam,0.20359779370481762,9.90938590909644
42,20,3,0.30000000000000004,hard_sigmoid,elu,rmsprop,0.19167294664766074,10.311850351744432
43,40,2,0.0,selu,relu,sgd,0.21145671400275656,10.423464092009956
44,10,3,0.1,selu,selu,adam,0.223580718013106,12.617326565235437
45,20,3,0.1,selu,elu,adam,0.2965155371619973,17.171199785263003
46,40,3,0.2,elu,relu,adagrad,0.40529109653573153,18.46025992310038
47,10,3,0.1,elu,relu,adam,0.31001971923226723,18.549435375412273
48,30,3,0.1,selu,selu,adagrad,0.35597158044055616,19.700153509093692
49,10,4,0.0,relu,selu,sgd,0.6919851458998227,44.39490886484309
0,40,2,0.0,elu,relu,sgd,0.16454533485884132,5.5838756504220735
1,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16516297459686247,5.728005436430299
2,20,3,0.1,selu,elu,adam,0.16683914175918235,5.745564953622232
3,10,3,0.1,hard_sigmoid,elu,adadelta,0.1635778931414577,5.7550415996013
4,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17004619516630015,5.785811482231435
5,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1709307693856915,5.793739025222066
6,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.1658798270504209,5.803041077909834
7,20,1,0.2,sigmoid,relu,adagrad,0.165689125087702,5.804549259772152
8,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1656391753856216,5.837617609572264
9,20,1,0.30000000000000004,sigmoid,selu,nadam,0.16243012472738155,5.843283360268585
10,20,1,0.2,sigmoid,selu,adam,0.16404043656793169,5.884139832425907
11,30,1,0.1,relu,relu,adagrad,0.1652947368478994,5.885991091289834
12,20,3,0.2,sigmoid,elu,adam,0.17468148970635497,5.914384361150855
13,10,4,0.0,sigmoid,selu,sgd,0.16338796897374422,5.9248564153202485
14,40,2,0.0,elu,selu,sgd,0.1756789880849806,5.924951624273655
15,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1695464110706358,5.927894532694882
16,40,1,0.2,elu,relu,sgd,0.17148322590177054,5.928157794392476
17,20,1,0.30000000000000004,hard_sigmoid,elu,rmsprop,0.17657903826550067,5.930584070686238
18,40,1,0.2,sigmoid,selu,sgd,0.1670172175614522,5.932145525094607
19,20,1,0.2,selu,selu,adam,0.1771569651456474,5.990400325951539
20,40,1,0.1,selu,selu,sgd,0.173758490772858,6.0027909470318335
21,20,1,0.0,hard_sigmoid,selu,sgd,0.17757947914034183,6.1058501419858695
22,30,2,0.2,elu,relu,adam,0.18131753067947373,6.19822359602458
23,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1848575096763155,6.206047103387522
24,10,4,0.1,sigmoid,selu,adam,0.16965044972028615,6.283206887765347
25,20,1,0.1,selu,selu,nadam,0.17720488762054137,6.288948100512788
26,20,3,0.30000000000000004,hard_sigmoid,elu,rmsprop,0.1602429620172879,6.3533686845681405
27,40,1,0.30000000000000004,hard_sigmoid,elu,rmsprop,0.16317965980629917,6.513536640900676
28,40,1,0.0,elu,hard_sigmoid,rmsprop,0.16742815336093406,6.526340695631368
29,40,1,0.0,sigmoid,relu,adagrad,0.16393002905822043,6.56790586776921
30,40,3,0.1,hard_sigmoid,elu,sgd,0.17908545009675195,6.606720762177373
31,20,1,0.1,selu,elu,adam,0.19649863173283696,6.6288689437648305
32,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.16753580850733651,6.949336053373116
33,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,sgd,0.17494451669538016,6.987963732691399
34,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,sgd,0.17878781153029383,7.065873875285679
35,20,1,0.1,selu,elu,adam,0.18164888048725103,7.131831440439189
36,20,1,0.30000000000000004,hard_sigmoid,elu,nadam,0.21268813737540931,7.167504685357538
37,20,1,0.30000000000000004,hard_sigmoid,elu,rmsprop,0.1691990213793975,7.2385937578729855
38,20,3,0.30000000000000004,sigmoid,selu,rmsprop,0.19726554879645544,7.7732329036746926
39,20,1,0.30000000000000004,hard_sigmoid,selu,rmsprop,0.16851229145020394,7.8488922352975266
40,40,2,0.30000000000000004,elu,selu,sgd,0.2218365554954626,8.250937246489757
41,10,1,0.1,sigmoid,elu,sgd,0.19239207334425457,8.276267251915653
42,10,4,0.1,hard_sigmoid,selu,adam,0.1819975532462109,8.307967960965357
43,10,4,0.0,sigmoid,selu,rmsprop,0.18454432367468906,9.055860950619872
44,10,1,0.1,sigmoid,elu,sgd,0.17876170365020955,9.436507054981023
45,40,2,0.0,sigmoid,relu,sgd,0.1845435454551459,9.693682626460957
46,40,2,0.0,elu,selu,sgd,0.20633633154362077,10.235256794619705
47,40,2,0.1,elu,elu,sgd,0.2201763399352977,10.764735892656642
48,10,4,0.30000000000000004,hard_sigmoid,hard_sigmoid,adam,0.6871999508290362,44.06433455787975
49,20,3,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.7569556255094433,48.88760572801633
0,40,2,0.0,elu,relu,sgd,0.16454533485884132,5.5838756504220735
1,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16516297459686247,5.728005436430299
2,20,3,0.1,selu,elu,adam,0.16683914175918235,5.745564953622232
3,10,3,0.1,hard_sigmoid,elu,adadelta,0.1635778931414577,5.7550415996013
4,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17004619516630015,5.785811482231435
5,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1709307693856915,5.793739025222066
6,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.1658798270504209,5.803041077909834
7,20,1,0.2,sigmoid,relu,adagrad,0.165689125087702,5.804549259772152
8,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1656391753856216,5.837617609572264
9,20,1,0.30000000000000004,sigmoid,selu,nadam,0.16243012472738155,5.843283360268585
10,20,1,0.2,sigmoid,selu,adam,0.16404043656793169,5.884139832425907
11,30,1,0.1,relu,relu,adagrad,0.1652947368478994,5.885991091289834
12,40,2,0.0,elu,selu,sgd,0.17468148970635497,5.914384361150855
13,40,1,0.1,selu,selu,sgd,0.16338796897374422,5.9248564153202485
14,20,1,0.30000000000000004,selu,selu,rmsprop,0.1756789880849806,5.924951624273655
15,40,4,0.0,elu,selu,sgd,0.1695464110706358,5.927894532694882
16,10,4,0.30000000000000004,hard_sigmoid,hard_sigmoid,adam,0.17148322590177054,5.928157794392476
17,30,1,0.1,hard_sigmoid,hard_sigmoid,adagrad,0.17214629572891396,6.117021998552888
18,40,1,0.1,sigmoid,selu,sgd,0.16406982696399963,6.178457566512358
19,20,1,0.0,elu,hard_sigmoid,adadelta,0.18042668669378503,6.234361838761257
20,30,1,0.30000000000000004,selu,relu,rmsprop,0.18387915685360853,6.536127905076388
21,20,1,0.2,selu,selu,adam,0.17868790078710828,6.537324089424892
22,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,adadelta,0.17416065208432985,6.557968789764576
23,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.17664716567071564,6.572114422936734
24,20,1,0.1,selu,relu,adam,0.16666177998254506,6.634195652943465
25,20,1,0.30000000000000004,sigmoid,selu,sgd,0.16872952609108322,6.643551270351662
26,20,1,0.1,selu,relu,adam,0.16152002490029857,6.7776142898563245
27,20,1,0.1,sigmoid,selu,adam,0.16235961486796835,6.889703282639362
28,20,1,0.30000000000000004,selu,selu,rmsprop,0.1659950392419686,6.959312614605906
29,20,1,0.30000000000000004,sigmoid,hard_sigmoid,rmsprop,0.1739683915553051,7.048198971734887
30,20,1,0.0,elu,selu,nadam,0.16762162017293472,7.055136169896109
31,20,1,0.1,selu,elu,adam,0.20219950004363166,7.100971489015167
32,20,1,0.0,sigmoid,selu,nadam,0.16449938268575817,7.261036026282554
33,20,1,0.0,hard_sigmoid,hard_sigmoid,adadelta,0.16593244954841777,7.306052558480921
34,40,1,0.2,elu,selu,adam,0.21326361403650354,7.306778582127071
35,20,1,0.1,selu,selu,adagrad,0.18376744151338542,7.405730010073372
36,40,1,0.30000000000000004,selu,selu,sgd,0.16514797525289646,7.47532632199529
37,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,adam,0.17418048474816447,7.628414455096298
38,30,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1677799774515928,7.825931006287642
39,40,2,0.30000000000000004,sigmoid,selu,sgd,0.1678546884807556,7.834074358695441
40,40,1,0.30000000000000004,sigmoid,hard_sigmoid,sgd,0.2164572222478179,8.159235047723334
41,40,2,0.30000000000000004,elu,selu,sgd,0.20414889026443936,8.690190050180673
42,10,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.19069544744452843,8.690718260166296
43,40,3,0.1,hard_sigmoid,elu,sgd,0.1794184617688846,8.91256679881395
44,10,2,0.1,elu,relu,adadelta,0.24688498653730342,11.344119727464333
45,40,3,0.1,selu,selu,sgd,0.3728540442800296,20.224533490220526
46,40,4,0.1,hard_sigmoid,hard_sigmoid,adam,0.5819488950890973,36.04014878751121
47,10,4,0.30000000000000004,hard_sigmoid,hard_sigmoid,adam,0.6849620353797937,43.90684074572139
48,40,4,0.0,elu,selu,adam,0.6951915741884508,44.61676511306263
49,40,4,0.1,hard_sigmoid,hard_sigmoid,adam,0.7470561081412531,48.17473172698428
0,40,2,0.0,elu,relu,sgd,0.16454533485884132,5.5838756504220735
1,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16516297459686247,5.728005436430299
2,20,3,0.1,selu,elu,adam,0.16683914175918235,5.745564953622232
3,10,3,0.1,hard_sigmoid,elu,adadelta,0.1635778931414577,5.7550415996013
4,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17004619516630015,5.785811482231435
5,40,1,0.30000000000000004,sigmoid,selu,sgd,0.1709307693856915,5.793739025222066
6,20,1,0.0,sigmoid,hard_sigmoid,adadelta,0.1658798270504209,5.803041077909834
7,20,1,0.2,sigmoid,relu,adagrad,0.165689125087702,5.804549259772152
8,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.1656391753856216,5.837617609572264
9,20,1,0.30000000000000004,sigmoid,selu,nadam,0.16243012472738155,5.843283360268585
10,20,1,0.2,sigmoid,selu,adam,0.16404043656793169,5.884139832425907
11,30,1,0.1,relu,relu,adagrad,0.1652947368478994,5.885991091289834
12,10,4,0.30000000000000004,hard_sigmoid,hard_sigmoid,adam,0.17468148970635497,5.914384361150855
13,20,1,0.0,elu,hard_sigmoid,adadelta,0.16338796897374422,5.9248564153202485
14,30,1,0.30000000000000004,selu,relu,rmsprop,0.1756789880849806,5.924951624273655
15,20,1,0.1,sigmoid,selu,adam,0.1695464110706358,5.927894532694882
16,20,1,0.0,elu,selu,nadam,0.17148322590177054,5.928157794392476
17,20,1,0.0,hard_sigmoid,hard_sigmoid,adadelta,0.164553651002837,5.969991015451601
18,30,1,0.30000000000000004,selu,hard_sigmoid,rmsprop,0.1690790419690983,6.058832088083902
19,30,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17762360758893112,6.080983180437384
20,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,adam,0.17214629572891396,6.117021998552888
21,10,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.16406982696399963,6.178457566512358
22,10,2,0.1,elu,relu,adadelta,0.18042668669378503,6.234361838761257
23,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,adamax,0.17342706778021805,6.273095538203377
24,20,1,0.30000000000000004,sigmoid,hard_sigmoid,adadelta,0.17129196406693262,6.324295827572707
25,30,1,0.30000000000000004,hard_sigmoid,relu,rmsprop,0.1664390603454991,6.35397251762485
26,20,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17707876208908294,6.3934759989379
27,40,1,0.30000000000000004,elu,hard_sigmoid,adam,0.16775892604490972,6.40209309596594
28,20,3,0.1,hard_sigmoid,elu,adadelta,0.18114224787275648,6.423400855996507
29,40,4,0.0,elu,selu,adam,0.18387915685360853,6.536127905076388
30,20,1,0.0,elu,selu,nadam,0.19272405291600297,6.583147023758287
31,20,1,0.0,elu,relu,rmsprop,0.18087786937418696,6.676348170929715
32,30,1,0.30000000000000004,hard_sigmoid,relu,rmsprop,0.16487894119755894,6.685732537003202
33,20,1,0.0,sigmoid,selu,adam,0.17224405359077047,6.7228632067553455
34,20,1,0.0,sigmoid,selu,adadelta,0.1691321818459117,6.848184601524859
35,20,1,0.1,elu,hard_sigmoid,adam,0.18575525357667416,6.87034497639478
36,20,1,0.0,elu,selu,nadam,0.1642734433737387,6.94784272506994
37,20,1,0.1,elu,selu,nadam,0.17296211188700977,7.045486320326358
38,20,3,0.1,sigmoid,elu,adam,0.17076859362829644,7.731875060573958
39,20,1,0.30000000000000004,elu,hard_sigmoid,adamax,0.16949527798888483,8.527572568355831
40,40,2,0.30000000000000004,elu,hard_sigmoid,adam,0.1784889103563299,8.609232722834967
41,10,1,0.1,sigmoid,selu,adam,0.18949307746061506,8.696268932868048
42,30,1,0.30000000000000004,hard_sigmoid,hard_sigmoid,rmsprop,0.17530530610281522,8.74285531905728
43,10,1,0.1,sigmoid,elu,adam,0.2079763791570558,9.547874193747178
44,10,4,0.0,elu,hard_sigmoid,adadelta,0.22839743120651473,10.42734257492489
45,10,2,0.1,elu,relu,adadelta,0.2463406582433937,13.410302069996504
46,20,3,0.1,selu,selu,adam,0.3307509441810392,18.96805052427531
47,20,3,0.30000000000000004,selu,elu,nadam,0.3427205966881128,19.07460902677331
48,20,3,0.1,selu,elu,adam,0.37348779604318705,21.60614902326397
49,40,4,0.0,elu,selu,adamax,0.6465240202839996,41.150846643738234
